title;description;deadline;completed;duration;importance;hatelevel
Other chondrocalcinosis, left hand;Salter-Harris Type IV physeal fracture of lower end of left femur, subsequent encounter for fracture with nonunion;2023-11-11T00:00:00.0000000+01:00;True;84266;3;2
Leakage of unspecified vascular graft, sequela;Complete traumatic amputation at level between unspecified shoulder and elbow, initial encounter;;False;3059;2;4
Unspecified juvenile rheumatoid arthritis;Laceration with foreign body of unspecified part of neck;2024-09-02T00:00:00.0000000+02:00;True;27901;2;0
Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter;Laceration with foreign body of right buttock, initial encounter;;False;77232;4;0
Puncture wound without foreign body of right little finger with damage to nail;Hereditary spastic paraplegia;;True;52678;4;4
Infective myositis, unspecified left leg;Toxic effect of phosphorus and its compounds, undetermined, initial encounter;;True;82516;4;2
Toxic effect of detergents, assault;Nondisplaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with delayed healing;;True;3303;0;2
Infection and inflammatory reaction due to other internal orthopedic prosthetic devices, implants and grafts, sequela;Laceration of other extensor muscle, fascia and tendon at forearm level, left arm, subsequent encounter;;False;30216;0;3
Other infective bursitis, left shoulder;Displaced pilon fracture of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion;;False;37135;0;4
Displaced fracture of medial condyle of right tibia, subsequent encounter for open fracture type I or II with routine healing;Other superficial bite of knee;2024-10-07T00:00:00.0000000+02:00;False;48102;0;3
Other fracture of lower end of left tibia, sequela;Anterior cord syndrome at T1 level of thoracic spinal cord, subsequent encounter;;False;7171;3;4
Traumatic hemorrhage of right cerebrum with loss of consciousness of unspecified duration, subsequent encounter;Laceration of unspecified blood vessel at wrist and hand level of unspecified arm, initial encounter;;False;69944;3;4
Other central nervous system complications of anesthesia during pregnancy, third trimester;Retained (nonmagnetic) (old) foreign body in posterior wall of globe;;False;61569;0;2
Other hypersomnia;Injury of other nerves at hip and thigh level, right leg, sequela;;True;75936;4;0
Unspecified physeal fracture of upper end of unspecified femur, subsequent encounter for fracture with delayed healing;Other fracture of left foot;2024-03-08T00:00:00.0000000+01:00;False;43067;3;4
Primary cyst of pars plana, bilateral;Crepitant synovitis (acute) (chronic) of hand and wrist;;False;33398;4;2
Toxic effect of aflatoxin, assault, initial encounter;Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye;;False;37383;4;2
Other secondary gout, unspecified hip;Unspecified injury of unspecified blood vessel at forearm level, left arm;2024-12-07T00:00:00.0000000+01:00;True;40016;2;0
Erosion of implanted ureteral bulking agent to surrounding organ or tissue, subsequent encounter;Melanocytic nevi of trunk;2023-07-09T00:00:00.0000000+02:00;True;24276;3;2
Displaced fracture of anterior wall of left acetabulum, subsequent encounter for fracture with routine healing;Other fracture of upper end of left radius, initial encounter for closed fracture;;True;15786;4;2
Major laceration of unspecified vertebral artery, sequela;Contusion of bronchus, unspecified, subsequent encounter;;True;29345;0;1
Rheumatoid arthritis with rheumatoid factor;Inflammatory liver disease, unspecified;;True;12629;2;0
Puncture wound without foreign body of unspecified front wall of thorax with penetration into thoracic cavity, subsequent encounter;Other contact with pig;;True;43746;2;0
Unspecified injury of head, subsequent encounter;Malignant neoplasm of lower-inner quadrant of unspecified female breast;2024-02-02T00:00:00.0000000+01:00;True;83545;1;1
Minor laceration of femoral vein at hip and thigh level, unspecified leg, initial encounter;Keratitis;;True;39164;0;1
Unspecified occupant of heavy transport vehicle injured in collision with unspecified motor vehicles in traffic accident, subsequent encounter;Fall from motorized mobility scooter, initial encounter;2024-12-01T00:00:00.0000000+01:00;True;26515;0;3
Fracture of other part of scapula, left shoulder, initial encounter for open fracture;Type III traumatic spondylolisthesis of fifth cervical vertebra, initial encounter for closed fracture;2024-02-07T00:00:00.0000000+01:00;False;18802;4;3
Essential (primary) hypertension;Crushing injury of unspecified great toe, sequela;2024-09-07T00:00:00.0000000+02:00;True;47091;2;1
Stepparent or stepsibling, perpetrator of maltreatment and neglect;Legal intervention involving unspecified explosives, law enforcement official injured, initial encounter;;True;3335;3;2
Unspecified fracture of right foot, subsequent encounter for fracture with routine healing;Traumatic rupture of palmar ligament of left middle finger at metacarpophalangeal and interphalangeal joint, sequela;;True;26310;1;0
Acquired atrophy of ovary, unspecified side;Puncture wound without foreign body of left forearm, sequela;;False;52974;3;3
Toxic effect of contact with other jellyfish, assault, initial encounter;Corrosion of unspecified degree of back of right hand;;True;40902;3;4
Driver of bus injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter;Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion;;False;57006;3;1
Postprocedural hematoma and seroma of ear and mastoid process following a procedure;Pathological fracture in neoplastic disease, right foot, subsequent encounter for fracture with malunion;;True;68143;3;4
Contact with unspecified agricultural machinery;Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with routine healing;;True;74801;1;1
Atrophic nonflaccid tympanic membrane;Injury to barefoot water-skier, initial encounter;;True;58618;4;4
Open angle with borderline findings, high risk, unspecified eye;Toxic effect of other halogen derivatives of aromatic hydrocarbons, intentional self-harm, initial encounter;;False;82427;3;1
Adenovirus infection, unspecified;Conjunctival granuloma, unspecified;2023-09-11T00:00:00.0000000+02:00;True;37762;4;1
Idiopathic hypersomnia with long sleep time;Poisoning by unspecified agents primarily affecting the gastrointestinal system, undetermined, subsequent encounter;;False;48933;1;1
Leakage of other urinary catheter;Other specified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot;;True;7434;1;3
Poisoning by tetracyclic antidepressants, accidental (unintentional), initial encounter;Filariasis;2024-06-07T00:00:00.0000000+02:00;True;10373;2;2
Absolute glaucoma, unspecified eye;Other physeal fracture of phalanx of unspecified toe, initial encounter for closed fracture;;False;8517;1;0
Fracture of unspecified skull and facial bones;Keratomalacia;2023-10-12T00:00:00.0000000+02:00;True;35228;2;4
Airgun discharge, undetermined intent, initial encounter;Nondisplaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with delayed healing;2023-03-12T00:00:00.0000000+01:00;False;83673;2;2
Other rheumatoid arthritis;Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion;2024-01-02T00:00:00.0000000+01:00;True;8060;1;0
Salter-Harris Type I physeal fracture of lower end of unspecified femur;Other synovitis and tenosynovitis, unspecified lower leg;;False;42780;3;3
Unspecified open wound of left little finger with damage to nail, sequela;Nondisplaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion;;False;8896;2;3
Adverse effect of selective serotonin and norepinephrine reuptake inhibitors, initial encounter;Ring staphyloma, unspecified eye;;True;55552;3;2
Other specified fracture of left pubis, initial encounter for closed fracture;Leakage of artificial heart;2024-06-04T00:00:00.0000000+02:00;True;72901;1;4
Other and unspecified overexertion or strenuous movements or postures;Newborn affected by other and unspecified morphological and functional abnormalities of placenta;;True;70646;1;1
Nondisplaced fracture of neck of first metacarpal bone, right hand, subsequent encounter for fracture with nonunion;Nondisplaced longitudinal fracture of right patella, subsequent encounter for open fracture type I or II with malunion;2024-03-03T00:00:00.0000000+01:00;True;34603;4;4
Unspecified injury of axillary artery, unspecified side;Sprain of unspecified part of left wrist and hand, subsequent encounter;;True;59958;0;4
Dermatitis due to unspecified substance taken internally;Chlamydial infection of lower genitourinary tract, unspecified;;False;54111;1;3
Sequelae of other and unspecified infectious and parasitic diseases;Nondisplaced spiral fracture of shaft of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;;False;68916;2;2
Acne tropica;Displaced fracture of coronoid process of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;2024-05-02T00:00:00.0000000+02:00;False;40815;0;1
Displaced comminuted fracture of shaft of left fibula;Underdosing of emetics;2024-10-08T00:00:00.0000000+02:00;False;84933;3;2
Dislocation of proximal interphalangeal joint of left middle finger, initial encounter;Superficial foreign body of left little finger, sequela;;True;32985;0;3
Unspecified open wound of unspecified toe(s) without damage to nail, subsequent encounter;Other injury of intrinsic muscle, fascia and tendon of left middle finger at wrist and hand level, initial encounter;;True;81929;4;0
Toxic effect of other corrosive organic compounds, assault, subsequent encounter;Bent bone of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing;;False;62201;4;3
Frostbite with tissue necrosis of ear;Nondisplaced fracture of shaft of unspecified clavicle, subsequent encounter for fracture with delayed healing;;False;17687;1;0
Corrosions involving 10-19% of body surface with 10-19% third degree corrosion;Toxic effect of corrosive acids and acid-like substances, intentional self-harm, subsequent encounter;;True;48833;1;0
Drug-induced obesity;Puncture wound with foreign body of vagina and vulva, subsequent encounter;;False;18930;3;2
Unspecified superficial injuries of unspecified front wall of thorax, sequela;Nondisplaced trimalleolar fracture of unspecified lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing;2024-08-07T00:00:00.0000000+02:00;True;85258;2;3
Fall on board passenger ship, initial encounter;Other intervertebral disc displacement, thoracic region;2023-08-09T00:00:00.0000000+02:00;True;50886;0;0
Partial traumatic amputation of left lower leg, level unspecified;Auditory recruitment;2024-09-02T00:00:00.0000000+02:00;True;64129;0;2
Frostbite with tissue necrosis of other sites;Other physeal fracture of unspecified calcaneus, initial encounter for closed fracture;;False;33920;2;3
Puncture wound without foreign body of pharynx and cervical esophagus, sequela;Trisomy and partial trisomy of autosomes, unspecified;2024-12-02T00:00:00.0000000+01:00;False;4247;4;0
Unspecified pterygium of eye;Non-pressure chronic ulcer of right thigh limited to breakdown of skin;;True;2134;0;2
Displaced other fracture of tuberosity of unspecified calcaneus, initial encounter for closed fracture;Activities involving playing musical instrument;2023-01-10T00:00:00.0000000+01:00;True;28536;0;2
Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, assault, subsequent encounter;Other physeal fracture of right metatarsal, subsequent encounter for fracture with malunion;;False;55084;4;2
Postprocedural seroma of skin and subcutaneous tissue following a dermatologic procedure;Other paralytic syndrome following unspecified cerebrovascular disease affecting right dominant side;2024-09-07T00:00:00.0000000+02:00;False;73819;1;1
Other specified injuries of right hip, subsequent encounter;Displaced transverse fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion;2024-03-08T00:00:00.0000000+01:00;False;2167;2;0
Laceration with foreign body, unspecified thigh, initial encounter;Fused toes, unspecified foot;;True;14821;4;0
Nondisplaced transverse fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing;Transient synovitis, right hand;;False;24894;3;1
Displaced oblique fracture of shaft of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion;Unspecified occupant of pick-up truck or van injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter;2024-06-01T00:00:00.0000000+02:00;True;19878;3;4
Hordeolum internum unspecified eye, unspecified eyelid;Nondisplaced fracture of third metatarsal bone, left foot, sequela;2024-06-08T00:00:00.0000000+02:00;False;13344;3;4
Unspecified injury of dorsal artery of unspecified foot, subsequent encounter;Erosion of implanted mesh and other prosthetic materials to surrounding organ or tissue;2024-04-05T00:00:00.0000000+02:00;True;74033;1;2
Salter-Harris Type I physeal fracture of upper end of right fibula, subsequent encounter for fracture with routine healing;Burn of unspecified degree of unspecified palm, sequela;;False;40215;1;2
Cocaine use, unspecified with unspecified cocaine-induced disorder;Androgenic alopecia, unspecified;;False;76873;3;1
Secondary sideroblastic anemia due to disease;Puncture wound without foreign body of left lesser toe(s) with damage to nail, sequela;2024-07-08T00:00:00.0000000+02:00;True;48422;2;4
Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of other part of foot;Chondromalacia, unspecified wrist;2024-11-07T00:00:00.0000000+01:00;True;26675;4;2
Family history of diabetes mellitus;Complete traumatic amputation at knee level, left lower leg;;True;19983;2;1
Displaced fracture of distal phalanx of left thumb;Poisoning by stimulant laxatives, undetermined;;True;297;1;0
Other contact with other marine mammals, initial encounter;Nondisplaced comminuted fracture of shaft of left femur, initial encounter for open fracture type I or II;;False;42573;4;1
Left sided colitis with fistula;Unspecified injury of intrinsic muscle, fascia and tendon of right ring finger at wrist and hand level, initial encounter;;False;59664;0;0
Exposure to sunlight, subsequent encounter;Unspecified occipital condyle fracture, subsequent encounter for fracture with delayed healing;2023-11-11T00:00:00.0000000+01:00;True;68945;0;2
Complete traumatic amputation of left lower leg, level unspecified, initial encounter;Poisoning by unspecified agents primarily acting on the respiratory system, intentional self-harm;2023-03-12T00:00:00.0000000+01:00;True;47570;4;2
Poisoning by digestants, accidental (unintentional), subsequent encounter;Insect bite (nonvenomous) of unspecified part of head;;True;20037;4;2
Displacement (lateral) of globe, right eye;Displacement of internal fixation device of unspecified bone of limb;2024-11-03T00:00:00.0000000+01:00;True;25602;2;2
Unspecified adverse effect of drug or medicament, subsequent encounter;Other injury of extensor muscle, fascia and tendon of right little finger at forearm level;;True;9380;2;3
Subluxation of T8/T9 thoracic vertebra;Solitary plasmacytoma not having achieved remission;2024-04-03T00:00:00.0000000+02:00;True;4160;4;4
Unspecified physeal fracture of upper end of humerus, right arm, subsequent encounter for fracture with routine healing;Diseases of the circulatory system complicating pregnancy, first trimester;2024-12-04T00:00:00.0000000+01:00;True;28757;2;2
Strain of muscle, fascia and tendon of right hip, sequela;Disorders of carnitine metabolism;;True;26057;4;2
Lead-induced chronic gout, right hand, without tophus (tophi);Other physeal fracture of lower end of humerus, unspecified arm, subsequent encounter for fracture with malunion;2023-12-10T00:00:00.0000000+01:00;True;59962;0;4
Contracture of muscle, left forearm;Unspecified non-family member, perpetrator of maltreatment and neglect;2023-10-11T00:00:00.0000000+02:00;False;65469;0;1
Unspecified fracture of fourth metacarpal bone, left hand;Injury of digital nerve of right index finger, subsequent encounter;2024-04-08T00:00:00.0000000+02:00;True;45839;4;1
Pedal cycle passenger injured in collision with unspecified motor vehicles in traffic accident, initial encounter;Cutaneous T-cell lymphoma, unspecified, lymph nodes of inguinal region and lower limb;;False;84332;3;1
Intraoperative hemorrhage and hematoma of right eye and adnexa complicating an ophthalmic procedure;Driver of ambulance or fire engine injured in traffic accident, initial encounter;2024-08-03T00:00:00.0000000+02:00;True;73399;4;0
Nondisplaced fracture of first metatarsal bone, right foot, subsequent encounter for fracture with malunion;Superficial frostbite of left foot, subsequent encounter;;True;82714;3;0
Nondisplaced fracture of right tibial tuberosity, subsequent encounter for open fracture type I or II with routine healing;Motorcycle rider (driver) (passenger) injured in transport accident with military vehicle, sequela;2024-11-04T00:00:00.0000000+01:00;False;73114;0;4
Post-traumatic osteoarthritis, ankle and foot;Complications of reattached (part of) lower extremity;2024-08-08T00:00:00.0000000+02:00;False;73678;0;2
Other mechanical complication of other internal joint prosthesis, initial encounter;Other specified complication of genitourinary prosthetic devices, implants and grafts, sequela;2024-12-02T00:00:00.0000000+01:00;False;23832;2;3
Burn of third degree of unspecified wrist, subsequent encounter;Occupant of railway train or railway vehicle injured in collision with other object, initial encounter;;False;61725;0;1
Stage 2 necrotizing enterocolitis;Gastrostomy status;;False;63590;1;1
Unspecified occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van in nontraffic accident, subsequent encounter;Stress fracture, left finger(s), subsequent encounter for fracture with delayed healing;;False;24996;3;1
Corrosion of second degree of right wrist;Cannabis abuse with intoxication delirium;;False;52932;2;1
Displaced fracture of base of fourth metacarpal bone, left hand, initial encounter for closed fracture;Fracture of bony thorax, part unspecified, subsequent encounter for fracture with delayed healing;;False;46423;1;1
Assault by gasoline bomb;Pupillary abnormalities;2023-12-10T00:00:00.0000000+01:00;True;56433;1;2
Displaced spiral fracture of shaft of unspecified fibula;Displacement of internal fixation device of other bones, initial encounter;;False;18835;3;0
Corneal deposits in metabolic disorders, right eye;Exposure to other electric current, subsequent encounter;2024-08-05T00:00:00.0000000+02:00;False;46424;3;3
Puncture wound with foreign body of left back wall of thorax without penetration into thoracic cavity, subsequent encounter;Laceration with foreign body of right little finger with damage to nail;;True;76448;2;2
Laceration of unspecified muscle(s) and tendon(s) at lower leg level, left leg, sequela;Person on outside of car injured in collision with heavy transport vehicle or bus in traffic accident;2023-11-11T00:00:00.0000000+01:00;True;59776;0;0
Retinal detachment with single break, bilateral;Burn of second degree of multiple left fingers (nail), including thumb, initial encounter;;False;58654;4;1
Other specified injury of deep palmar arch of left hand, initial encounter;Nondisplaced fracture of distal pole of navicular [scaphoid] bone of unspecified wrist, initial encounter for closed fracture;2023-06-11T00:00:00.0000000+02:00;True;63267;2;1
Nicotine dependence, other tobacco product, with other nicotine-induced disorders;Other biomechanical lesions of thoracic region;;True;61651;4;4
Stenosis of peripheral vascular stent;Passenger injured in collision with unspecified motor vehicles in nontraffic accident;;True;70669;1;0
Pathological fracture in other disease, right ulna, initial encounter for fracture;Cyclosporiasis;2023-08-12T00:00:00.0000000+02:00;False;74057;1;2
Accidental malfunction of other larger firearm, initial encounter;Nondisplaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing;;True;5478;1;0
Laceration of abdominal wall with foreign body, right upper quadrant without penetration into peritoneal cavity, initial encounter;Salter-Harris Type II physeal fracture of upper end of right fibula, initial encounter for closed fracture;;False;18951;2;0
Other localized visual field defect, right eye;Puncture wound without foreign body of unspecified buttock, initial encounter;;False;85163;4;0
Other specified congenital malformations of brain;Laceration with foreign body of abdominal wall, left upper quadrant with penetration into peritoneal cavity, initial encounter;2024-01-01T00:00:00.0000000+01:00;True;11046;4;4
Displaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for closed fracture with routine healing;Primary blast injury of fallopian tube, unspecified, initial encounter;;True;53078;3;0
Malignant ascites;Other specified injury of unspecified blood vessel at lower leg level;2024-04-07T00:00:00.0000000+02:00;True;30234;1;2
Unspecified injury of flexor muscle, fascia and tendon of right little finger at forearm level, initial encounter;Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema;;False;82222;0;0
Toxic effect of nitrogen oxides, accidental (unintentional), sequela;Person boarding or alighting a pick-up truck or van injured in collision with fixed or stationary object, sequela;;False;83335;3;1
Toxic effect of nitrogen oxides, assault, subsequent encounter;Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with malunion;2024-07-04T00:00:00.0000000+02:00;False;42284;0;0
Other superficial bite of hand of right hand, initial encounter;Unilateral femoral hernia, with gangrene, not specified as recurrent;;False;44708;2;1
Poisoning by vitamins, assault, subsequent encounter;Breakdown (mechanical) of other vascular grafts;;True;33708;2;1
Anterior dislocation of left sternoclavicular joint;Abrasion of right thumb, sequela;2024-05-02T00:00:00.0000000+02:00;True;79571;2;4
Corrosion of third degree of right upper arm;Other specified arthritis, knee;;False;60207;1;3
Laceration with foreign body of trachea, sequela;Glutaric aciduria type II;;True;58874;4;1
Laceration without foreign body of abdominal wall, epigastric region with penetration into peritoneal cavity, subsequent encounter;Poisoning by, adverse effect of and underdosing of emetics;;False;3696;1;4
Other urticaria;Burn of second degree of back of left hand;2024-05-07T00:00:00.0000000+02:00;True;71209;1;3
Other specified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter;Other injury due to other accident to (nonpowered) inflatable craft, initial encounter;2024-10-05T00:00:00.0000000+02:00;False;13136;1;4
Displaced osteochondral fracture of left patella, subsequent encounter for open fracture type I or II with malunion;Displaced fracture of left tibial tuberosity, initial encounter for open fracture type I or II;2023-06-09T00:00:00.0000000+02:00;False;3380;1;4
Displaced fracture of lateral condyle of unspecified tibia;Injury of portal vein;;True;76900;4;4
Underdosing of other psychotropic drugs;HELLP syndrome;2023-01-10T00:00:00.0000000+01:00;True;10312;3;3
Intestinal myiasis;Displaced oblique fracture of shaft of right femur, subsequent encounter for open fracture type I or II with routine healing;;False;77958;3;4
Unspecified open wound of right lesser toe(s) without damage to nail, initial encounter;Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of axilla and upper limb;;True;16792;2;2
Other acute reaction to foreign substance accidentally left during a procedure, initial encounter;Nondisplaced fracture of medial phalanx of other finger;2023-04-11T00:00:00.0000000+02:00;False;70620;4;4
Displaced transverse fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing;Other persistent mood [affective] disorders;2024-11-07T00:00:00.0000000+01:00;False;61821;4;1
Type II occipital condyle fracture, right side, subsequent encounter for fracture with routine healing;Other displaced fracture of upper end of right humerus, sequela;;True;29269;3;0
Dislocation of T12/L1 thoracic vertebra, initial encounter;Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified elsewhere;;False;81551;3;0
Mosquito-borne viral fever, unspecified;Major laceration of celiac artery;;False;85118;2;1
Burn of third degree of forehead and cheek, initial encounter;Unspecified fracture of second metacarpal bone, right hand, subsequent encounter for fracture with delayed healing;;True;83702;2;3
Sprain of carpal joint of left wrist, subsequent encounter;Other specified injuries of pelvis;;False;43177;3;3
Web of larynx;Displaced oblique fracture of shaft of right fibula, initial encounter for closed fracture;;True;71705;4;0
Corrosion of third degree of right elbow, sequela;Diabetes mellitus due to underlying condition with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC);;True;18863;3;4
Fall from, out of or through roof, sequela;Salter-Harris Type IV physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with delayed healing;;True;44216;3;1
Sepsis due to Staphylococcus aureus;Unspecified motorcycle rider injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter;;True;19049;4;1
Deep vascularization of cornea;Corrosion of third degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, sequela;2024-09-08T00:00:00.0000000+02:00;True;69033;1;0
Concentric sclerosis [Balo] of central nervous system;Poisoning by sulfonamides, assault, subsequent encounter;2024-09-02T00:00:00.0000000+02:00;True;14494;4;4
Person on outside of bus injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela;Other exposure to uncontrolled fire, not in building or structure;2024-08-07T00:00:00.0000000+02:00;True;61312;3;1
Occupant of animal-drawn vehicle injured in collision with other specified motor vehicle, subsequent encounter;Drowning and submersion due to fall off fishing boat, sequela;;False;38870;4;0
Parvovirus infection, unspecified;Corrosion of first degree of right wrist, sequela;2024-04-06T00:00:00.0000000+02:00;True;82839;0;0
Stress fracture, left finger(s);Displaced fracture of trapezoid [smaller multangular], unspecified wrist, subsequent encounter for fracture with delayed healing;;True;61839;1;2
Other sequelae of other cerebrovascular disease;Chronic cluster headache, not intractable;;True;41806;2;4
Other fractures of lower end of unspecified radius, initial encounter for closed fracture;Poisoning by cephalosporins and other beta-lactam antibiotics, intentional self-harm, initial encounter;2023-04-10T00:00:00.0000000+02:00;False;44196;4;0
Unsatisfactory cytologic smear of cervix;Chronic gout due to renal impairment, unspecified elbow, without tophus (tophi);2024-07-05T00:00:00.0000000+02:00;False;57108;1;3
Assault by hot household appliances, sequela;Unspecified injury of unspecified part of pancreas, subsequent encounter;;True;55396;0;4
Change in bowel habit;Other sprain of left index finger, sequela;2024-10-08T00:00:00.0000000+02:00;False;47340;1;2
Puncture wound without foreign body of unspecified breast, subsequent encounter;Other specified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, sequela;2024-09-06T00:00:00.0000000+02:00;True;32503;3;2
Maternal care for cervical incompetence, second trimester;Laceration of blood vessel of unspecified finger, sequela;2024-10-03T00:00:00.0000000+02:00;False;27521;4;0
Benign neoplasm of colon, unspecified;Other mechanical complication of gastrointestinal prosthetic devices, implants and;;True;73083;4;1
Minor laceration of body of pancreas, initial encounter;Burn of second degree of multiple sites of unspecified wrist and hand, sequela;2023-10-12T00:00:00.0000000+02:00;False;47988;1;2
Poisoning by other hormone antagonists, intentional self-harm;Unspecified physeal fracture of lower end of unspecified fibula, sequela;;False;53303;2;0
Complete traumatic metacarpophalangeal amputation of left index finger, subsequent encounter;Corrosion of third degree of trunk, unspecified site, subsequent encounter;2023-10-11T00:00:00.0000000+02:00;False;85973;4;0
Frostbite with tissue necrosis of left knee and lower leg, subsequent encounter;Laceration with foreign body of right great toe with damage to nail, subsequent encounter;;True;23667;4;1
Underdosing and nonadministration of necessary drug, medicament or biological substance;Injury of liver and gallbladder and bile duct;2023-11-10T00:00:00.0000000+01:00;True;68613;4;4
Other injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, left arm, initial encounter;Toxic effect of other halogen derivatives of aliphatic hydrocarbons, undetermined;;True;55645;3;4
X-linked adrenoleukodystrophy;Poisoning by unspecified psychotropic drug, accidental (unintentional), sequela;2024-03-06T00:00:00.0000000+01:00;False;13095;0;1
Labor and delivery complicated by other cord entanglement, with compression, not applicable or unspecified;Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity;2023-02-12T00:00:00.0000000+01:00;False;54541;4;2
Laceration without foreign body of right ring finger with damage to nail, initial encounter;Toxic effect of paints and dyes, not elsewhere classified, assault, initial encounter;2024-03-07T00:00:00.0000000+01:00;False;57415;1;1
Other exposure to controlled fire, not in building or structure, sequela;War operations involving other fires, conflagrations and hot substances, military personnel, subsequent encounter;2024-01-05T00:00:00.0000000+01:00;False;18092;1;1
Fall from snow-skis, subsequent encounter;Inferior subluxation of left humerus, sequela;;False;10382;0;0
Age-related osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with delayed healing;Gastroschisis;;False;86311;4;1
Adverse effect of unspecified drugs, medicaments and biological substances, subsequent encounter;Blister (nonthermal) of unspecified external genital organs, male, subsequent encounter;;True;68545;0;1
Poisoning by other laxatives, undetermined;Vascular headache, not elsewhere classified;2023-01-11T00:00:00.0000000+01:00;True;1520;2;2
Postprocedural hemorrhage of eye and adnexa following an ophthalmic procedure, bilateral;Other malaria, not elsewhere classified;;False;18033;0;2
Unspecified abnormal finding in specimens from male genital organs;Pedal cycle driver injured in collision with other motor vehicles in nontraffic accident, subsequent encounter;;True;58714;4;0
Unspecified injury at T11-T12 level of thoracic spinal cord;Unspecified sprain of left elbow, subsequent encounter;2024-06-08T00:00:00.0000000+02:00;False;63236;3;1
Other specified injury of unspecified blood vessel at forearm level, right arm, subsequent encounter;Unspecified genitourinary tract infection in pregnancy, second trimester;;False;22043;3;1
Cervical root disorders, not elsewhere classified;Poisoning by anticoagulants, intentional self-harm, initial encounter;2024-06-06T00:00:00.0000000+02:00;True;40371;0;1
Subluxation of proximal interphalangeal joint of right index finger, sequela;Laceration of extensor muscle, fascia and tendon of unspecified finger at wrist and hand level, initial encounter;;False;36679;2;2
Diaphragmatic hernia;Unspecified occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle in nontraffic accident;2023-09-11T00:00:00.0000000+02:00;True;25663;4;1
Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes;Glasgow coma scale score 9-12, unspecified time;;False;74917;0;0
Age-related osteoporosis with current pathological fracture, right femur, initial encounter for fracture;Laceration of unspecified blood vessel at wrist and hand level of right arm;;False;80892;0;1
Central perforation of tympanic membrane, unspecified ear;Puncture wound with foreign body of right middle finger without damage to nail;;False;6449;0;3
Laceration of other blood vessels at wrist and hand level of right arm, subsequent encounter;Displaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with routine healing;;True;33066;3;2
Nondisplaced fracture of neck of left radius, subsequent encounter for closed fracture with routine healing;Posterior dislocation of lens, unspecified eye;;True;55119;4;3
Laceration of unspecified muscle, fascia and tendon at shoulder and upper arm level, right arm, sequela;Burn of first degree of right upper arm, sequela;2023-11-12T00:00:00.0000000+01:00;False;22370;4;4
Blister (nonthermal) of right index finger;Nondisplaced midcervical fracture of right femur, initial encounter for open fracture type I or II;2023-04-11T00:00:00.0000000+02:00;False;79314;4;4
Sprain of jaw, unspecified side, subsequent encounter;Chronic embolism and thrombosis of unspecified deep veins of distal lower extremity, bilateral;;False;61503;4;3
Acute and subacute hepatic failure;Corrosion of first degree of left elbow;;False;56444;2;0
