title;description;deadline;completed;duration;importance;hatelevel
Other juvenile arthritis, left ankle and foot;Person boarding or alighting a three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus;;True;26524;3;3
Ankylosing spondylitis sacral and sacrococcygeal region;Scleritis;;False;45926;1;2
Traumatic rupture of other ligament of left little finger at metacarpophalangeal and interphalangeal joint, initial encounter;Passenger of military vehicle injured in traffic accident, initial encounter;;True;12874;3;1
Neoplasm of uncertain behavior of cranial nerves;Nondisplaced bicondylar fracture of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;2023-08-10T00:00:00.0000000+02:00;True;50529;4;1
Acne;Drowning and submersion due to falling or jumping from burning passenger ship;;False;75123;3;5
Unspecified physeal fracture of phalanx of left toe, subsequent encounter for fracture with routine healing;Other injury of extensor muscle, fascia and tendon of right little finger at forearm level, sequela;2024-01-03T00:00:00.0000000+01:00;False;84725;2;5
Immersion hand, unspecified hand, initial encounter;Strain of extensor muscle, fascia and tendon of unspecified thumb at wrist and hand level, subsequent encounter;2023-12-10T00:00:00.0000000+01:00;False;35106;3;2
Burn of third degree of unspecified foot, subsequent encounter;Preterm labor third trimester with preterm delivery third trimester, fetus 1;;True;28469;1;4
Toxic effect of venom of other reptiles, intentional self-harm, initial encounter;Unspecified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, sequela;;False;35586;4;4
Fracture of coronoid process of right mandible;Pathological fracture in other disease, unspecified ulna and radius, subsequent encounter for fracture with delayed healing;2024-01-01T00:00:00.0000000+01:00;False;61718;5;3
Pregnancy related renal disease, third trimester;Unspecified physeal fracture of lower end of unspecified femur;2023-02-10T00:00:00.0000000+01:00;False;11426;5;2
Maternal care for intrauterine death, fetus 5;Minor laceration of unspecified external jugular vein, subsequent encounter;;False;81549;4;5
Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with nonunion;Subluxation of proximal interphalangeal joint of left ring finger, initial encounter;;False;66465;2;5
Laceration with foreign body of oral cavity, initial encounter;Burn of unspecified degree of multiple fingers (nail), including thumb;;False;4674;3;1
Other cerebrospinal syphilis;Displaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion;2024-05-05T00:00:00.0000000+02:00;True;10679;5;2
Bennett's fracture, left hand, initial encounter for closed fracture;Displaced fracture of cuboid bone of right foot;2024-07-07T00:00:00.0000000+02:00;False;70174;5;1
Other fracture of right foot, sequela;Pedal cycle driver injured in collision with railway train or railway vehicle in traffic accident;;False;38115;4;5
Hit or struck by falling object due to accident to other powered watercraft, sequela;Unspecified retained (old) intraocular foreign body, nonmagnetic, bilateral;;True;14873;1;5
Chronic postrheumatic arthropathy [Jaccoud], unspecified ankle and foot;Trachoma, unspecified;;False;63569;2;3
Other and unspecified malignant neoplasm of skin of trunk;Other superficial bite of vagina and vulva, initial encounter;2024-01-02T00:00:00.0000000+01:00;False;40025;5;3
Personal history of malignant neoplasm of genital organs;Complete traumatic amputation of unspecified shoulder and upper arm, level unspecified;;True;26660;5;2
Displaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for open fracture type I or II with routine healing;Unspecified fracture of shaft of left radius, subsequent encounter for open fracture type I or II with malunion;;True;18209;1;4
Central retinal vein occlusion, unspecified eye;Other osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with nonunion;;False;41742;2;3
Ganglion, multiple sites;Other paralytic syndrome following other cerebrovascular disease affecting left non-dominant side;;True;35100;2;4
Other specified and unspecified injury of middle and inner ear;Non-Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb;2024-02-08T00:00:00.0000000+01:00;False;3893;3;3
Motorcycle rider (driver) (passenger) injured in unspecified traffic accident;Crushing injury of scrotum and testis, initial encounter;;False;12293;3;1
Toxic effect of petroleum products, assault, subsequent encounter;Unspecified subluxation and dislocation of ulnohumeral joint;2024-07-05T00:00:00.0000000+02:00;True;37773;1;5
Nondisplaced fracture of navicular [scaphoid] of left foot, subsequent encounter for fracture with routine healing;Displaced fracture of head of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing;2024-01-08T00:00:00.0000000+01:00;True;52518;5;3
Other mastoiditis and related conditions, unspecified ear;Other foreign object in respiratory tract, part unspecified;2024-03-06T00:00:00.0000000+01:00;False;55253;3;1
Acute infarction of intestine, part unspecified;Postimmunization arthropathy, ankle and foot;;False;39686;4;5
Osseous and subluxation stenosis of intervertebral foramina;Displacement of intraocular lens, subsequent encounter;;True;55518;5;2
Adverse effect of loop [high-ceiling] diuretics, initial encounter;Other specified leukemias, in remission;2024-05-06T00:00:00.0000000+02:00;False;23163;3;5
Familial chondrocalcinosis, unspecified elbow;Insect bite (nonvenomous) of unspecified external genital organs, female, subsequent encounter;;True;76250;1;2
Displaced transverse fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with nonunion;Drowning and submersion due to fishing boat sinking;;False;42366;5;1
Brown-Sequard syndrome at C6 level of cervical spinal cord, subsequent encounter;Unspecified car occupant injured in collision with sport utility vehicle in nontraffic accident, initial encounter;;True;53381;4;4
Other superficial bite of unspecified back wall of thorax, initial encounter;Unspecified injury to L2 level of lumbar spinal cord, sequela;;False;36419;3;3
Myositis ossificans traumatica, unspecified lower leg;Displaced midcervical fracture of left femur, sequela;2023-10-12T00:00:00.0000000+02:00;True;42879;1;4
Nondisplaced comminuted fracture of shaft of unspecified fibula, sequela;Sprain of metatarsophalangeal joint of unspecified toe(s), sequela;;False;54926;2;4
Nursemaid's elbow, right elbow, subsequent encounter;Unequal limb length (acquired), right radius;2023-04-11T00:00:00.0000000+02:00;False;65146;5;2
Crushing injury of left great toe, initial encounter;Other complications of spinal and epidural anesthesia during the puerperium;;True;40212;5;2
Crushed between passenger ship and other watercraft or other object due to collision, initial encounter;Person on outside of car injured in collision with pick-up truck in nontraffic accident, initial encounter;;True;78026;4;3
Displaced transverse fracture of shaft of humerus, left arm, initial encounter for open fracture;Nondisplaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with malunion;2023-03-10T00:00:00.0000000+01:00;False;59449;3;3
Toxic effect of contact with other venomous marine animals, assault, initial encounter;Nondisplaced fracture of coronoid process of right ulna, initial encounter for closed fracture;2024-04-03T00:00:00.0000000+02:00;False;25342;5;1
Puncture wound with foreign body of unspecified back wall of thorax without penetration into thoracic cavity, subsequent encounter;Puncture wound of abdominal wall without foreign body, periumbilic region without penetration into peritoneal cavity, subsequent encounter;;False;65529;5;1
Jumping or diving from boat striking water surface causing drowning and submersion, sequela;Salter-Harris Type I physeal fracture of upper end of left tibia, subsequent encounter for fracture with malunion;2024-04-01T00:00:00.0000000+02:00;True;53946;5;4
Toxic effect of venom of other North and South American snake, intentional self-harm, initial encounter;Other fracture of third metacarpal bone, left hand, subsequent encounter for fracture with routine healing;2023-05-12T00:00:00.0000000+02:00;True;38370;2;4
Nondisplaced fracture of medial phalanx of left middle finger, initial encounter for closed fracture;Unspecified physeal fracture of lower end of humerus, right arm, subsequent encounter for fracture with malunion;;False;30020;1;5
Other fracture of shaft of left ulna, subsequent encounter for closed fracture with nonunion;Driver of military vehicle injured in traffic accident, subsequent encounter;;True;72720;2;3
Complications of bone marrow transplant;Retinopathy of prematurity, stage 1;;False;45605;4;2
Otitis externa in other diseases classified elsewhere;Infection and inflammatory reaction due to internal right hip prosthesis, initial encounter;2024-08-02T00:00:00.0000000+02:00;False;14412;5;1
Nondisplaced associated transverse-posterior fracture of right acetabulum, subsequent encounter for fracture with delayed healing;Strain of flexor muscle, fascia and tendon of right middle finger at wrist and hand level;;False;54285;3;2
Scheie's syndrome;Labor and delivery complicated by other cord complications, other fetus;2023-02-10T00:00:00.0000000+01:00;False;58043;4;4
Open bite, unspecified elbow;Chondromalacia patellae, unspecified knee;;False;14163;1;2
Nondisplaced longitudinal fracture of right patella, subsequent encounter for open fracture type I or II with delayed healing;Cocaine abuse with unspecified cocaine-induced disorder;2023-06-12T00:00:00.0000000+02:00;True;67495;4;4
Monoarthritis, not elsewhere classified, knee;Other neuromuscular dysfunction of bladder;2024-06-05T00:00:00.0000000+02:00;False;81689;5;2
Complications of attempted introduction of embryo in embryo transfer;Salter-Harris Type I physeal fracture of upper end of left fibula, subsequent encounter for fracture with routine healing;;True;40019;3;1
Nontraumatic subarachnoid hemorrhage from vertebral artery;Unspecified sprain of unspecified foot;;False;1691;1;2
Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral;Toxic effect of other seafood, assault, subsequent encounter;2024-12-02T00:00:00.0000000+01:00;True;48515;5;4
Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;Gout due to renal impairment, unspecified hip;;False;41380;3;2
Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion;Neoplasm of uncertain behavior of parathyroid gland;;False;51428;5;1
Postdysenteric arthropathy, unspecified site;Strain of unspecified muscle(s) and tendon(s) at lower leg level, unspecified leg, initial encounter;2024-05-02T00:00:00.0000000+02:00;False;63250;5;5
Other ossification of muscle, left upper arm;Salter-Harris Type I physeal fracture of lower end of ulna, left arm, subsequent encounter for fracture with routine healing;;False;16123;5;1
Military operations involving other forms of conventional warfare;Adverse effect of cocaine;2024-04-05T00:00:00.0000000+02:00;False;71449;5;5
Nondisplaced fracture of shaft of left clavicle, subsequent encounter for fracture with nonunion;Poisoning by iron and its compounds, undetermined, sequela;;True;71021;3;1
Candidiasis, unspecified;Idiopathic aseptic necrosis of ankle, foot and toes;2024-09-06T00:00:00.0000000+02:00;False;61595;3;3
Tubal ligation status;Breakdown (mechanical) of internal fixation device of bone of left lower leg, initial encounter;;False;20150;1;1
Fall from skateboard;Puncture wound without foreign body of right middle finger without damage to nail, subsequent encounter;;False;69061;1;4
Salter-Harris Type I physeal fracture of phalanx of unspecified toe, subsequent encounter for fracture with malunion;Strain of right Achilles tendon, sequela;2023-05-09T00:00:00.0000000+02:00;False;72868;4;3
Salter-Harris Type IV physeal fracture of lower end of humerus, right arm, subsequent encounter for fracture with delayed healing;Blister (nonthermal), unspecified thigh, sequela;2024-01-06T00:00:00.0000000+01:00;False;32476;3;4
Explosion of mine placed during war operations but exploding after cessation of hostilities, civilian, sequela;Algoneurodystrophy, unspecified site;2024-09-03T00:00:00.0000000+02:00;True;9434;1;1
Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type I or II with delayed healing;Other fracture of unspecified patella, subsequent encounter for open fracture type I or II with delayed healing;;False;24609;1;5
Slipping, tripping and stumbling without falling, unspecified, sequela;Other mechanical complication of intraocular lens;;True;28392;2;5
Unspecified injury of muscle, fascia and tendon of abdomen, initial encounter;Foreign body granuloma of soft tissue, not elsewhere classified, right lower leg;;False;20236;3;5
Displaced fracture of medial condyle of unspecified humerus, sequela;Nondisplaced fracture of proximal phalanx of left great toe, initial encounter for open fracture;;False;50061;1;4
Poisoning by histamine H2-receptor blockers, undetermined;Ganglion, unspecified wrist;;False;38931;1;1
Poisoning by peripheral vasodilators, intentional self-harm, sequela;Undue concern and preoccupation with stressful events;2023-02-11T00:00:00.0000000+01:00;True;64457;4;3
Corrosion of first degree of unspecified hand, unspecified site, subsequent encounter;Person on outside of car injured in collision with pedal cycle in nontraffic accident, initial encounter;;True;6513;3;2
Retained glass fragments;Unspecified fracture of fourth metacarpal bone, right hand, initial encounter for open fracture;2024-10-08T00:00:00.0000000+02:00;True;68386;1;5
Oligohydramnios, third trimester, other fetus;Unspecified anomaly of jaw size;2024-04-07T00:00:00.0000000+02:00;False;12658;2;3
Fall on same level from slipping, tripping and stumbling;Laceration with foreign body of unspecified eyelid and periocular area, initial encounter;2023-04-12T00:00:00.0000000+02:00;True;34745;5;3
Central corneal ulcer, bilateral;Displaced transverse fracture of right patella, subsequent encounter for closed fracture with nonunion;;True;85695;5;5
Toxic effect of chlorofluorocarbons, intentional self-harm, sequela;Crushing injury of left great toe, sequela;;True;79773;2;4
Chronic pulmonary coccidioidomycosis;Nondisplaced fracture of shaft of first metacarpal bone, unspecified hand;;False;54859;5;2
Malignant melanoma of unspecified eyelid, including canthus;Other dislocation of right patella;;True;28447;5;4
Cardiovascular syphilis, unspecified;Complete traumatic amputation of right foot, level unspecified, initial encounter;;False;79480;3;3
Encounter for other suspected maternal and fetal conditions ruled out;Insect bite (nonvenomous) of left middle finger, initial encounter;2023-01-10T00:00:00.0000000+01:00;False;63677;3;5
Pyemic and septic embolism in pregnancy, unspecified trimester;Laceration without foreign body of right thumb without damage to nail;;False;46391;3;1
Diagnostic and monitoring cardiovascular devices associated with adverse incidents;Displaced comminuted fracture of right patella, subsequent encounter for closed fracture with nonunion;;True;3256;4;5
Displaced fracture of left ulna styloid process;Displaced fracture of body of left calcaneus;;True;3346;5;4
Nondisplaced segmental fracture of shaft of ulna, right arm, initial encounter for open fracture type I or II;Intraoperative hemorrhage and hematoma of a circulatory system organ or structure complicating a circulatory system procedure;2023-01-10T00:00:00.0000000+01:00;False;59043;2;1
Postprocedural septic shock;Minor laceration of femoral artery, right leg, initial encounter;2024-09-05T00:00:00.0000000+02:00;False;15163;5;2
Ectopic ACTH syndrome;Superficial frostbite of left hand, sequela;;False;4097;5;3
War operations involving unspecified explosion and fragments, military personnel;Nondisplaced comminuted fracture of right patella, subsequent encounter for closed fracture with routine healing;2024-06-05T00:00:00.0000000+02:00;False;50373;4;2
Other fracture of second lumbar vertebra, sequela;Strain of unspecified muscle and tendon at ankle and foot level, unspecified foot, initial encounter;;False;25898;4;2
Pressure ulcer of other site, unstageable;Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type I or II with malunion;;False;66022;5;4
Unspecified injury of left foot, sequela;Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;2024-01-05T00:00:00.0000000+01:00;True;58366;5;1
Acute drug-induced interstitial lung disorders;Other bilateral secondary osteoarthritis of first carpometacarpal joints;;True;20027;2;2
Contusion of right ring finger without damage to nail, subsequent encounter;Complete loss of teeth due to other specified cause, class III;2023-08-12T00:00:00.0000000+02:00;False;80687;1;1
Corrosion of third degree of nose (septum), subsequent encounter;Atherosclerosis of unspecified type of bypass graft(s) of the left leg with ulceration of unspecified site;2023-06-11T00:00:00.0000000+02:00;True;28934;3;5
Displaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for open fracture type I or II with nonunion;Toxic effect of chewing tobacco;;False;9391;1;2
Other specified disorders of ear;Labor and delivery complicated by vascular lesion of cord, fetus 2;;False;80786;2;5
Anterior tibial syndrome, left leg;Resistance to other antimicrobial drugs;2024-11-01T00:00:00.0000000+01:00;False;30587;1;1
Corrosion of third degree of multiple right fingers (nail), not including thumb, sequela;Unspecified fracture of navicular [scaphoid] bone of unspecified wrist, subsequent encounter for fracture with nonunion;2024-09-08T00:00:00.0000000+02:00;False;44086;4;5
Pressure ulcer of right hip, stage 3;Other complications associated with artificial fertilization;;True;58922;2;1
Serous conjunctivitis, except viral, left eye;Nondisplaced fracture of shaft of third metacarpal bone, right hand, subsequent encounter for fracture with routine healing;;False;76985;1;4
Car passenger injured in collision with car, pick-up truck or van in nontraffic accident;Puncture wound with foreign body of right little finger with damage to nail, initial encounter;;True;84229;1;4
Atherosclerosis of native arteries of extremities with rest pain, bilateral legs;Osteonecrosis due to previous trauma, left finger(s);;True;57226;4;4
Other fracture of unspecified metacarpal bone;Other and unspecified congenital malformations of testis and scrotum;;True;79580;1;5
Superficial frostbite of left ear, initial encounter;Toxic effect of paints and dyes, not elsewhere classified;2024-11-05T00:00:00.0000000+01:00;True;1936;3;1
Stress fracture, left toe(s), sequela;Toxic effect of organophosphate and carbamate insecticides, accidental (unintentional), subsequent encounter;2023-11-10T00:00:00.0000000+01:00;False;65218;3;2
Poisoning by cocaine, intentional self-harm;Unspecified displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with routine healing;;True;78901;1;2
Sprain of chondrosternal joint, subsequent encounter;Burn with resulting rupture and destruction of unspecified eyeball, sequela;;True;68706;4;3
Overexertion from prolonged static or awkward postures, subsequent encounter;Underdosing of other specified systemic anti-infectives and antiparasitics, subsequent encounter;;False;57601;2;4
Displaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;Unspecified trochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;;True;40281;1;1
Contracture, left elbow;Acquired clubfoot, right foot;;False;18922;4;3
Displaced fracture of shaft of second metacarpal bone, right hand, sequela;Unspecified ectropion of right lower eyelid;2024-12-06T00:00:00.0000000+01:00;True;19571;2;1
Underdosing of unspecified antiepileptic and sedative-hypnotic drugs, subsequent encounter;Calcium deposit in bursa, unspecified elbow;;False;69166;2;1
Medial dislocation of proximal end of tibia, right knee;Sprain of metacarpophalangeal joint of right index finger;;False;47027;2;5
Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing;Ultralight, microlight or powered-glider crash injuring occupant;;False;12148;4;1
Displaced fracture of middle third of navicular [scaphoid] bone of left wrist, subsequent encounter for fracture with nonunion;Other mechanical complication of other internal joint prosthesis;;False;10668;1;2
Toxic effect of contact with Portugese Man-o-war, assault;Bipolar disorder, current episode manic without psychotic features;;False;14562;5;5
Displaced fracture of left tibial tuberosity, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;Unspecified place in nursing home as the place of occurrence of the external cause;;True;76932;1;4
Nondisplaced Zone I fracture of sacrum, sequela;Other specified congenital malformations of upper alimentary tract;2023-06-11T00:00:00.0000000+02:00;False;40105;5;3
Other specified injury of radial artery at wrist and hand level of unspecified arm, subsequent encounter;Pedal cycle passenger injured in collision with fixed or stationary object in traffic accident;2023-05-11T00:00:00.0000000+02:00;False;4236;1;2
2-part displaced fracture of surgical neck of unspecified humerus, sequela;Driver of bus injured in collision with heavy transport vehicle or bus in traffic accident;2024-02-03T00:00:00.0000000+01:00;False;71443;1;5
Subluxation of T12/L1 thoracic vertebra, subsequent encounter;Complete traumatic amputation of left hand at wrist level, sequela;;False;65824;1;3
Laceration of unspecified blood vessel at ankle and foot level, right leg, subsequent encounter;Unspecified occupant of three-wheeled motor vehicle injured in collision with pedal cycle in nontraffic accident, sequela;2024-01-09T00:00:00.0000000+01:00;True;31305;1;2
Contusion of unspecified lesser toe(s) without damage to nail, initial encounter;Cannabis use, unspecified with unspecified cannabis-induced disorder;;True;21164;1;4
Traumatic rupture of unspecified ligament of right ring finger at metacarpophalangeal and interphalangeal joint, initial encounter;Displaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for closed fracture with nonunion;;False;14379;2;2
Burn of third degree of right ankle, sequela;Communicating hydrocephalus;2024-10-02T00:00:00.0000000+02:00;False;83680;2;4
Adverse effect of unspecified psychodysleptics [hallucinogens], initial encounter;Legal intervention involving injury by machine gun, bystander injured, sequela;;False;52780;5;5
Elephantiasis of left upper eyelid;Kayser-Fleischer ring;;True;8874;5;1
Displaced fracture of proximal phalanx of unspecified thumb, subsequent encounter for fracture with malunion;Complete traumatic amputation of unspecified shoulder and upper arm, level unspecified, sequela;;False;80686;4;5
Injury of other nerves at lower leg level, left leg, sequela;Car driver injured in collision with fixed or stationary object in nontraffic accident, initial encounter;2023-08-12T00:00:00.0000000+02:00;True;52719;5;2
Burns involving 50-59% of body surface with 20-29% third degree burns;Nondisplaced comminuted fracture of shaft of left femur, initial encounter for closed fracture;;True;22416;3;2
Kernicterus, unspecified;Other disorders of bone development and growth, ankle and foot;2024-01-04T00:00:00.0000000+01:00;False;25430;2;3
Displaced Rolando's fracture, left hand, subsequent encounter for fracture with delayed healing;Other disorders of patella, right knee;;True;16827;3;3
Inferior subluxation of left humerus, subsequent encounter;Chondritis of external ear, unspecified ear;2024-11-08T00:00:00.0000000+01:00;False;44184;3;5
Laceration without foreign body of left forearm, sequela;Brown-Sequard syndrome at T1 level of thoracic spinal cord, initial encounter;;True;15868;4;4
Unspecified occupant of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident, subsequent encounter;Complete traumatic amputation of right hip and thigh, level unspecified, initial encounter;2024-04-05T00:00:00.0000000+02:00;False;15183;2;3
Calculus of gallbladder and bile duct with acute cholecystitis with obstruction;Corrosion of second degree of right toe(s) (nail), sequela;;False;86253;2;1
Burn of first degree of right elbow, initial encounter;Other specified symptoms and signs involving the circulatory and respiratory systems;;True;53888;3;5
Other fracture of left ilium, initial encounter for closed fracture;Twin pregnancy, monochorionic/monoamniotic;;False;10658;1;4
Other acute osteomyelitis, left femur;Recession of chamber angle;2023-04-10T00:00:00.0000000+02:00;True;82680;1;3
Broken internal joint prosthesis, unspecified site, sequela;Juvenile arthritis, unspecified, unspecified wrist;2024-11-07T00:00:00.0000000+01:00;True;51132;2;3
Cloacal extrophy of urinary bladder;Lymphocyte depleted Hodgkin lymphoma, lymph nodes of multiple sites;;True;42128;4;2
Other complications of foreign body accidentally left in body following endoscopic examination, initial encounter;Capsular glaucoma with pseudoexfoliation of lens, unspecified eye, severe stage;2024-02-02T00:00:00.0000000+01:00;True;82570;2;4
Inhalant abuse with inhalant-induced psychotic disorder, unspecified;Unspecified fall, sequela;2024-04-08T00:00:00.0000000+02:00;True;14913;5;3
Accidental puncture and laceration of a circulatory system organ or structure during a circulatory system procedure;Nondisplaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with delayed healing;;True;20301;2;3
Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for closed fracture with delayed healing;Monoplegia of upper limb affecting unspecified side;2024-08-05T00:00:00.0000000+02:00;False;890;5;4
Toxic effect of unspecified substance, assault, initial encounter;Dining room of single-family (private) house as the place of occurrence of the external cause;;True;33391;3;5
Unspecified car occupant injured in collision with heavy transport vehicle or bus in traffic accident, sequela;Toxic effect of arsenic and its compounds, intentional self-harm, subsequent encounter;;True;31180;1;4
Other mechanical complication of internal fixation device of left femur, subsequent encounter;Other fracture of shaft of left tibia, initial encounter for open fracture type I or II;;False;80130;3;5
Nondisplaced apophyseal fracture of right femur;Newborn affected by abnormality in fetal (intrauterine) heart rate or rhythm during labor;;False;70252;5;5
Displaced comminuted fracture of shaft of left femur, sequela;Superficial foreign body of right wrist, sequela;;False;29781;3;1
Stromal corneal pigmentations, left eye;Accessory lobe of lung;;False;75108;4;4
Complete traumatic amputation of left hand at wrist level, sequela;Other specified disorders of ear;2024-06-07T00:00:00.0000000+02:00;False;9824;1;3
Unspecified fracture of head of unspecified femur, subsequent encounter for closed fracture with routine healing;Contusion of left hand;;True;55318;3;5
Other fracture of occiput, left side, subsequent encounter for fracture with nonunion;Abrasion of other specified part of neck;;False;79949;3;1
Displaced fracture of neck of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing;Fracture of sixth cervical vertebra;2023-06-09T00:00:00.0000000+02:00;False;79407;4;4
Unspecified injury of flexor muscle, fascia and tendon of right little finger at forearm level, sequela;Other superficial bite of unspecified upper arm, sequela;;False;1034;3;2
Toxic effect of venom of other North and South American snake, undetermined;Infection and inflammatory reaction due to implanted electronic neurostimulator of spinal cord, electrode (lead);2024-12-04T00:00:00.0000000+01:00;False;47666;2;1
Stress fracture, unspecified humerus, subsequent encounter for fracture with malunion;Unspecified fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC;;False;37992;2;5
Chronic viral hepatitis, unspecified;Poisoning by other parasympathomimetics [cholinergics], accidental (unintentional), subsequent encounter;;False;28870;5;4
Unspecified traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture;Contusion of unspecified ring finger with damage to nail, subsequent encounter;;True;55063;4;4
Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for closed fracture with malunion;Encounter for therapeutic drug level monitoring;;False;46927;2;4
Open wound of front wall of thorax with penetration into thoracic cavity;Poisoning by antimalarials and drugs acting on other blood protozoa, intentional self-harm, sequela;;True;32515;3;1
Unspecified keratoconjunctivitis, unspecified eye;Central cord syndrome at C1 level of cervical spinal cord;;True;26961;1;4
Terrorism involving nuclear weapons, public safety official injured, subsequent encounter;Burn of unspecified degree of left scapular region, sequela;;True;50112;5;1
Other fracture of lower end of unspecified ulna, initial encounter for open fracture type I or II;Underdosing of other synthetic narcotics, subsequent encounter;;False;77538;4;3
Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion;Rheumatoid heart disease with rheumatoid arthritis of wrist;2024-04-06T00:00:00.0000000+02:00;True;80810;5;3
Presence of artificial hip joint;Glider (nonpowered) collision injuring occupant, subsequent encounter;;False;17707;4;3
Nondisplaced fracture of distal phalanx of right ring finger, subsequent encounter for fracture with delayed healing;Coma scale, best verbal response, inappropriate words, in the field [EMT or ambulance];2023-02-10T00:00:00.0000000+01:00;True;80031;3;4
Toxic effect of venom of other Australian snake, undetermined, subsequent encounter;Breakdown (mechanical) of prosthetic orbit of left eye;;True;2198;3;4
Poisoning by other agents primarily affecting the cardiovascular system, assault;Exposure to other man-made environmental factors, sequela;;True;14535;4;2
Aneurysm of artery of upper extremity;Pneumococcal meningitis;2023-02-11T00:00:00.0000000+01:00;True;83345;5;3
Minor laceration of superior mesenteric artery, initial encounter;Monteggia's fracture of unspecified ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC;;True;31547;3;2
Poisoning by other psychotropic drugs, undetermined, sequela;Superficial foreign body of right upper arm, subsequent encounter;;True;2495;4;1
Malignant neoplasm of corpus uteri;Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter;;False;10429;4;2
Prepatellar bursitis, left knee;Fracture of unspecified phalanx of unspecified thumb, subsequent encounter for fracture with malunion;2023-05-10T00:00:00.0000000+02:00;False;53629;2;2
Drug-induced polyneuropathy;Basal cell carcinoma of skin of unspecified eyelid, including canthus;2023-05-09T00:00:00.0000000+02:00;False;49514;4;2
Laceration of ulnar artery at wrist and hand level of left arm, sequela;Open bite of front wall of thorax with penetration into thoracic cavity;2023-11-10T00:00:00.0000000+01:00;True;20992;5;5
Minor contusion of spleen, initial encounter;Chronic atrial fibrillation;;True;26606;4;3
Poisoning by, adverse effect of and underdosing of unspecified hormone antagonists;Nondisplaced transverse fracture of shaft of right femur, subsequent encounter for closed fracture with malunion;;True;51026;5;2
Other chorioretinal scars, right eye;Calcification and ossification of muscles associated with burns, unspecified thigh;2023-11-12T00:00:00.0000000+01:00;True;73981;1;1
Unstable burst fracture of second lumbar vertebra, sequela;Open bite of unspecified thumb without damage to nail, subsequent encounter;2024-04-07T00:00:00.0000000+02:00;True;14007;3;3
Laceration with foreign body of unspecified back wall of thorax without penetration into thoracic cavity;Unspecified fracture of left pubis, subsequent encounter for fracture with nonunion;;True;74374;3;3
Other complications specific to multiple gestation, second trimester, fetus 3;Postthrombotic syndrome without complications of right lower extremity;2024-12-08T00:00:00.0000000+01:00;True;42077;3;5
Salter-Harris Type I physeal fracture of right metatarsal, subsequent encounter for fracture with nonunion;Laceration without foreign body, right hip, initial encounter;;False;85641;3;2
Complete traumatic amputation of unspecified forearm, level unspecified, initial encounter;Nonpurulent mastitis associated with pregnancy;;True;48628;1;5
Passenger in heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident;Accidental drowning and submersion while in natural water, initial encounter;;True;15655;2;3
Fracture of distal phalanx of great toe;Other ossification of muscle, unspecified ankle and foot;2024-09-06T00:00:00.0000000+02:00;True;85498;2;5
Traumatic rupture of unspecified ligament of left index finger at metacarpophalangeal and interphalangeal joint, initial encounter;Superficial foreign body of breast, left breast, sequela;2023-04-11T00:00:00.0000000+02:00;False;79909;2;5
